Category,Name,Address,Suburb,State,Postcode,Phone,Fax,Email,Website,Staff,Established,ABN,ABN_Status,ABN_Type,ABN_Accuracy
Religious Organisations,C3noosa,23 Ironhurst Pl,Peregian Springs,QLD,4573,0408 828 216,,,http://www.c3noosa.org/,,,,,,
Religious Organisations,Canberra IPC,Kett St,Kambah,ACT,2902,0406 835 155,,canberra.ipc@gmail.com,,,,,,,
Religious Organisations,Canisius College,102 Mona Vale Rd,Pymble,NSW,2073,(02) 9488 4500,,,,,,76 958 486 785,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Canisius College,11 Calvert Parade,Newport Beach,NSW,2106,(02) 9999 1456,,,,,,76 958 486 785,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Capital Edge Community Church Hawker,Capital Bible Church Hall 80 Murranji St,Hawker,ACT,2614,(08) 6282 5759,,,,,,,,,
Religious Organisations,Care Leavers Australia Network,463 Chapel Rd,Bankstown,NSW,2200,1800 008 774,,clan.org@outlook.com,http://www.clan.org.au,,,,,,
Religious Organisations,Cataract River Ranch,71 Dredge Ave,Douglas Park,NSW,2569,(02) 4630 9381,,,,,,53 996 816 309,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Catholic Church Ayr,98 Edwards St,Ayr,QLD,4807,(07) 4783 2316,,saceredheart1@bigpond.com,,,,,,,
Religious Organisations,Catholic Church Offices,Polding House 276 Pitt St,Sydney,NSW,2000,(02) 9390 5100,,,,,,,,,
Religious Organisations,Catholic Church Offices & Organisations,160A Molesworth St,Lismore,NSW,2480,(02) 6622 1134,,,,,,,,,
Religious Organisations,Catholic Colleges & Schools,Banksia Ave,Engadine,NSW,2233,(02) 9520 8889,,,,,,,,,
Religious Organisations,Catholic Development Fund - Diocese of Broken Bay,Building 2 423 Pennant Hills Road Rd,Pennant Hills,NSW,2120,(02) 9847 0748,,,,,,99 046 146 239,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Catholic Development Fund Diocesan Offices,86- 88 Market St,Wollongong,NSW,2500,(02) 4222 2444,,,,,,,,,
Religious Organisations,Catholic Education Commission NSW,276 Pitt St,Sydney,NSW,2000,(02) 9287 1555,,,,,,33 266 477 369,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Catholic Education Office - QLD,24 Charnley St,Kearneys Spring,QLD,4350,(07) 4687 4300,,,,,,,,,
Religious Organisations,Catholic Education Office Archdiocese Of Sydney Eastern Region Office,33 Banks Ave,Daceyville,NSW,2032,(02) 9314 1244,,,,,,,,,
Religious Organisations,Catholic Education Office Archdiocese Of Sydney Inner West Region Office,3 Keating St,Lidcombe,NSW,2141,(02) 9643 3600,,,,,,,,,
Religious Organisations,Catholic Education Office Archdiocese Of Sydney Southern Region Office,300 The River Rd,Revesby Heights,NSW,2212,(02) 9772 7000,,,,,,,,,
Religious Organisations,Catholic Justice & Peace Commission,143 Edward St,Brisbane,QLD,4000,(07) 3336 9173,,,http://www.uq.net.au/cjpc,,,,,,
Religious Organisations,Catholic Mission Office,133-141 Liverpool St,Sydney,NSW,2000,(02) 9390 5430,,,,,,,,,
Religious Organisations,Catholic Parish of St Francis Xavier Ballina,53-57 Cherry St,Ballina,NSW,2478,(02) 6681 1005,,,,,,79 530 089 905,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Catholic Religious Australia,,Annandale,NSW,2038,(02) 9516 1176,,,,,,92 291 126 804,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Catholic Schools Office - Diocese of Maitland/Newcastle,841 Hunter St,Newcastle,NSW,2300,(02) 4979 1200,,,,,,,,,
Religious Organisations,Catholic Youth Education Centre,James Byrne Centre Ms 617,Highfields,QLD,4352,(07) 4630 8339,,,,,,,,,
Religious Organisations,Ccc American Samoa Sydney Parish,,Hoxton Park,NSW,2171,(02) 8783 0730,,,,,,,,,
Religious Organisations,Celebration Community,15 Callum St,Queanbeyan,NSW,2620,(02) 6297 8099,,,,,,,,,
Religious Organisations,Childers Wesleyan Methodist Church,6 Broadhurst St,Childers,QLD,4660,(07) 4126 2850,,rsteinbrecher@aol.com,http://www.childerswesleyanchurch.org.au,,,17 149 226 806,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Ching Chung Taoist Association Of Sydney Ltd,42 Meagher St,Chippendale,NSW,2008,(02) 9310 2155,,,,,,,,,
Religious Organisations,Christ Connect Church,48 Blenheim St,Chermside,QLD,4032,(07) 3108 3065,,info@christconnectchurch.com,http://www.christconnectchurch.com,,,73 642 566 937,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Christ Ministries International Limited,12 Lindale St,Cashmere,QLD,4500,(07) 3882 4555,,cmifaceconection@cmifaceconection.org,http://www.cmifaceconection.org,,,,,,
Religious Organisations,Christadelphian Brisbane,Shop 33/ 20 Masthead Dr,Cleveland,QLD,4163,(07) 3821 7888,,,,,,,,,
Religious Organisations,Christadelphians Information Service,10 Tingara St,Whitebridge,NSW,2290,(02) 4943 8184,,,,,,,,,
Religious Organisations,Christian Abundant Life Learning,77 Bowman St,Pyrmont,NSW,2009,(02) 9552 1480,,,,,,84 057 800 404,Cancelled,Trading Name (Historic),99% ABN Accuracy
Religious Organisations,Christian Brethren Assemblies,Cnr Wattle and Morris Rds,Redcliffe,QLD,4020,(07) 3203 3990,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,38 Woking St,Grovely,QLD,4054,(07) 3353 1136,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,788 Sandgate Rd,Clayfield,QLD,4011,(07) 3359 5409,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,Cnr Waterworks Rd and Killawarra St,Ashgrove,QLD,4060,(07) 3388 4914,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,11 Curve Ave,Wynnum North,QLD,4178,(07) 3393 5793,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,161 Preston Rd,Manly West,QLD,4179,(07) 3396 7444,,,,,,,,,
Religious Organisations,Christian Brethren Assemblies,217 Cavendish Rd,Coorparoo,QLD,4151,(07) 3397 3216,,,,,,,,,
Religious Organisations,"Christian Gospel Centre, Thornlands",131 Boundary Rd,Thornlands,QLD,4164,0432 417 037,,christiangospelcentre@yahoo.com.au,,,,,,,
Religious Organisations,Christian Hope Centre,Level 1 9 Trickett St,Surfers Paradise,QLD,4217,(07) 5504 5595,,,,,,57 452 208 242,Active,DGR Name,99% ABN Accuracy
Religious Organisations,Christian Life Ministries International,2216 Wynnum Rd,Wynnum,QLD,4178,(07) 3893 0877,,,,,,,,,
Religious Organisations,Christian Media Act,27 Rae St,Belconnen,ACT,2617,(02) 6253 1197,,,,,,,,,
Religious Organisations,Christian Men's Network,Lot 42 Cowpasture Rd,Sutherland,NSW,2232,(02) 9756 5365,,,,,,,,,
Religious Organisations,Christian Outreach Centre Harvest Point,Walker Rd,Gleneagle,QLD,4285,(07) 5543 1466,,,,,,,,,
Religious Organisations,Christian Outreach Centre Singleton,Lot 2 Adair St,Broke,NSW,2330,(02) 6579 1290,,,,,,,,,
Religious Organisations,Christian Traders Service & Employment Directory,Lot 28/ Pacific Hwy,Johns River,NSW,2443,(02) 6556 5192,,,,,,,,,
Religious Organisations,Christian Traders Service & Employment Directory,7 Ramsay Rd,Pennant Hills,NSW,2120,(02) 9755 7179,,,,,,,,,
Religious Organisations,Christianity Explained Ministry,85 Ferndale St,Annerley,QLD,4103,(07) 3892 3668,,mbennett@powerup.com.au,http://http://www.christianityexplained.com/,,,18 899 741 475,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Christmas Bowl Appeal,379 Kent St,Sydney,NSW,2000,(02) 9299 2215,,,,,,,,,
Religious Organisations,Church Missionary Society Conference Centre,2 Violet St,Katoomba,NSW,2780,(02) 4782 1167,,,,,,,,,
Religious Organisations,Church Of The First Born First Love,8 Albert Lane,Taree,NSW,2430,(02) 6550 0086,,,,,,,,,
Religious Organisations,Church@theHUB,25 Eggins Lane,Lismore,NSW,2480,0432 928 064,,churchatthehub@gmail.com,,,,,,,
Religious Organisations,Churches Of Christ Opportunity Shop,154 Best Rd,Seven Hills,NSW,2147,(02) 9621 7334,,,,,,,,,
Religious Organisations,CLC (Christian Life Community),102 Mona Vale Rd,Pymble,NSW,2073,(02) 9144 7168,,,,,,,,,
Religious Organisations,CLRI (New South Wales),72 Rosebery Ave,Rosebery,NSW,2018,(02) 9663 2199,,,,,,,,,
Religious Organisations,CMCC Ministries Ltd,170 Mayers St,Manunda,QLD,4870,(07) 4032 5216,,,,,,,,,
Religious Organisations,CMCC Ministries Ltd,233 Robert Rd,Bentley Park,QLD,4869,(07) 4045 0042,,,,,,,,,
Religious Organisations,Coffs Harbour Bible Church Inc,26 Hi Tech Dr,Toormina,NSW,2452,(02) 6658 4275,,admin@coffsbiblechurch.com,http://www.coffsbiblechurch.com,,1981,,,,
Religious Organisations,Col Stringer Ministries Inc,,Mudgeeraba,QLD,4213,(07) 5522 7367,,nicky@colstringer.com,,,,91 058 892 925,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Come Mission Australia Pty Ltd,139 Parramatta Rd,Concord,NSW,2137,(02) 9744 5550,,,,,,,,,
Religious Organisations,Community Services Australia Uniting Church,Collett Pl,Pearce,ACT,2607,(02) 6290 2160,,,,,,,,,
Religious Organisations,Confraternity Of The Kingdom Of Christ,1-63 The Abbey Pl,Caboolture,QLD,4510,(07) 5495 1565,,,,,,52 206 857 761,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Convent Missionaries Of Charity,Third St,Katherine,NT,850,(08) 8972 1175,,,,,,,,,
Religious Organisations,Cornerstone (Multicultural) Christian Fellowship,16 Undoolya St,Tiwi,NT,810,0427 363 654,,ccfmulticultural@gmail.com,http://ccfmulticultural.wix.com/ccfmulticultural,,,,,,
Religious Organisations,Cornerstone Students,668 Chapple St,Broken Hill,NSW,2880,(08) 8088 7018,,,,,,,,,
Religious Organisations,Creation Research,23 Lyndon Rd,Capalaba,QLD,4157,(07) 3206 4467,,accounts@creationresearch.net,www.creationresearch.net,,,,,,
Religious Organisations,Crossing Point Church,140 Millaroo Dr,Helensvale,QLD,4212,0406 353 368,,info@thexpoint.com,http://www.thexpoint.com,,,,,,
Religious Organisations,Crossover Australia,54 Parramatta Rd,Glebe,NSW,2037,(02) 9660 3255,,,,,,,,,
Religious Organisations,Crosspointe Church,231 Gurwood St,Wagga Wagga,NSW,2650,(02) 6971 7177,,,,,,,,,
Religious Organisations,Crown Fianancial Ministries Australia Ltd,53 Prospect Rd,Gaythorne,QLD,4051,1300 132 783,,,www.crown.org.au,,,,,,
Religious Organisations,Crown Financial Ministries Australia Ltd,30 Carson Dr,Bunya,QLD,4055,1300 132 783,,crown@crown.org.au,www.crown.org.au,,,,,,
Religious Organisations,Crystal Cathedral Ministries & Hour of Power,23 Victoria St,North Sydney,NSW,2060,(02) 9959 4060,,,,,,,,,
Religious Organisations,CWCI Australia,PO Box 670,Punchbowl,NSW,2196,(02) 9740 6355,,,Visit Our Website,,,12 286 724 219,Active,Other Name,99% ABN Accuracy
Religious Organisations,Darul Uloom Islamic Academy Of Brisbane,6 Agnes St,Buranda,QLD,4102,(07) 3392 1310,,,,,,,,,
Religious Organisations,Diocesan Catholic Marriage Tribunal,Barney St,Armidale,NSW,2350,(02) 6772 7412,,,,,,,,,
Religious Organisations,Disciples Of Jesus Fraternity,34 Collins St,Annandale,NSW,2038,(02) 9565 1125,,,,,,,,,
Religious Organisations,Eid Ul Adha Brisbane 2009,Logan Road Rd,Upper Mt Gravatt,QLD,4122,0412 298 531,,aruf.yasin@gmail.com,,,,,,,
Religious Organisations,Emmanuel Blessings,31 Beaconsfield Rd,Chatswood,NSW,2067,(02) 9904 6500,,,,,,32 316 378 144,Active,Business Name,99% ABN Accuracy
Religious Organisations,Emmanuel Community,Central Ave CnrHerbet,Paddington,QLD,4064,(07) 3217 5199,,admin@emmanuelcommunity.com.au,http://www.emmanuelcommunity.com.au,,,42 725 286 045,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Empower Church Penrith,52 Laycock St,Cranebrook,NSW,2749,(02) 4722 8489,,info.penrith@empowerchurch.com.au,http://www.empowerchurch.com.au/penrith,,,,,,
Religious Organisations,Empower Church Penrith,4/5 Production Pl South,Penrith,NSW,2750,(02) 4729 1844,,info.penrith@empowerchurch.com.au,http://www.empowerchurch.com.au/penrith,,,,,,
Religious Organisations,Empowered For Purpose,46 Maxwell St,Turramurra,NSW,2074,(02) 9402 7555,,,http://www.empoweredforpurpose.com,,,30 023 132 107,Cancelled,Trading Name,99% ABN Accuracy
Religious Organisations,Endless Praise Music Group,43 Helena St,Ellalong,NSW,2325,(02) 4998 0312,,,,,,,,,
Religious Organisations,Epping Christian Life Centre,Cnr Ryde and George Sts,Epping,NSW,2121,(02) 9876 5425,,,,,,47 155 412 646,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Evangelism Explosion Ministries Australia,81 Wentworth St,Port Kembla,NSW,2505,(02) 4275 1033,,,,,,,,,
Religious Organisations,Faith & Life Institute,L 1 24 Mcdougall St,Milton,QLD,4064,(07) 3511 4089,,,http://www.fli.com.au/,,,,,,
Religious Organisations,Faith Baptist Christian School,1315 Dawson Hwy,Burua,QLD,4680,(07) 4978 2850,,,,,,46 059 686 944,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Faith Revival Christian Church [FReN-Australia],3 Cuthbert Dr,Ormeau,QLD,4208,(07) 3209 6622,,frenministries@gmail.com,www.faithrevival.org.au,,,,,,
Religious Organisations,Family The,72 Coral Tree Dr,Carlingford,NSW,2118,(02) 9872 9745,,,,,,,,,
Religious Organisations,Force Ten,379 Kent St,Sydney,NSW,2000,(02) 9299 2215,,,,,,42 663 966 200,Cancelled,Entity Name,99% ABN Accuracy
Religious Organisations,Forsdike Adam John,25 Yarraman Pl,Virginia,QLD,4014,(07) 3865 1114,,,,,,,,,
Religious Organisations,Forum on Australia's Islamic Relations (F.A.I.R),,Regents Park,NSW,2143,0412 318 045,,,,,,,,,
Religious Organisations,Foursquare Church Australia,10 Elswick Pl,Coffs Harbour,NSW,2450,(02) 6651 3461,,,,,,,,,
Religious Organisations,Foursquare Church Australia,2 - 14 Bridge Rd,Westmead,NSW,2145,(02) 9635 1969,,webadmin@foursquareaustralia.org,www.foursquareaustralia.org,,,,,,
Religious Organisations,Freedom Life Centre,22 Lovett St,Rangeville,QLD,4350,(07) 4635 7000,,,,,,12 107 368 570,Active,Business Name,99% ABN Accuracy
Religious Organisations,Friends Of The Western Buddhist Order (FWBO),,Minto,NSW,2566,(02) 9603 9603,,,,,,,,,
Religious Organisations,Garabandal Centre (NSW),6 Illawong Crst,Greenacre,NSW,2190,(02) 9796 4246,,,,,,,,,
Religious Organisations,Gayndah Assembly of God,17 Meyer St,Gayndah,QLD,4625,(07) 4161 1713,,,,,,,,,
Religious Organisations,Gideons International In Aust Inc,33 Colbeck St,Mawson,ACT,2607,(02) 6286 1566,,,,,,,,,
Religious Organisations,Gnostic Movement The,,Bondi Junction,NSW,2022,1300 307 332,,,,,,,,,
Religious Organisations,Gold Coast Church of Christ,Merrimac State Primary School Cnr Boowaggan Rd and Gooding Drv,Merrimac,QLD,4226,0406 609 831,,wthornton6@bigpond.com,www.goldcoastchurchofchrist.org,,,,,,
Religious Organisations,Golden West Baptist Church,72 Bant St,Bathurst,NSW,2795,0401 226 074,,gwbaptist@gmx.com,http://www.eternityvideo.org,,,27 713 170 516,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Golden Wheel Buddhist Association,405 Galston Rd,Galston,NSW,2159,(02) 9651 5628,,,,,,,,,
Religious Organisations,Gordon Highway Centre,18 Cecil St,Gordon,NSW,2072,(02) 9498 6729,,,,,,,,,
Religious Organisations,Grace Tabernacle Christian Centre,24- 26 Harp St,Campsie,NSW,2194,(02) 9718 8086,,,,,,58 478 730 908,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Greek Orthodox Church Of Dormition Of Our Lady,133 Ernest St,Innisfail,QLD,4860,(07) 4061 6775,,,,,,,,,
Religious Organisations,Gunundi Anglican Camp & Conference Centre,Shelly Beach Rd,East Ballina,NSW,2478,(02) 6686 3128,,,,,,,,,
Religious Organisations,Hare Krishna Catering,Cnr Falcon & Miller Sts 180 Falcon St,North Sydney,NSW,2060,(02) 9959 4558,,,,,,,,,
Religious Organisations,Hare Krishna Centre,44 Limestone Ave,Ainslie,ACT,2602,(02) 6262 6208,,,,,,,,,
Religious Organisations,Hawkesbury Valley Baptist Church,14/ 26 Terrace Rd,North Richmond,NSW,2754,(02) 4571 4963,,,,,,45 978 366 061,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Health Care In Christ Inc,11 Blaxland Rd,Bellevue Hill,NSW,2023,(02) 9365 7137,,,,,,15 055 892 727,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Heaven's Gates & Hell's Flames,2 Brunter Rd,Chullora,NSW,2190,(02) 9608 0021,,,,,,,,,
Religious Organisations,Heritage Christian Centre,58 Woondooma St,Bundaberg,QLD,4670,(07) 4153 1649,,,,,,59 363 542 341,Active,Business Name,99% ABN Accuracy
Religious Organisations,Hills Christian Family The,52 Plucks Rd,Arana Hills,QLD,4054,(07) 3851 1948,,,,,,,,,
Religious Organisations,Hindu Council of Australia Ltd,17 The Crescent,Homebush,NSW,2140,(02) 8250 4007,,,,,,,,,
Religious Organisations,His House Church,HisHouse Complex 54 Bridge St,Picton,NSW,2571,(02) 4677 2238,,erich@hishouse.org.au,HisHouse Church,,1989,,,,
Religious Organisations,Holy Family Church & Centre,168-174 Palmerston St,Gulliver,QLD,4812,(07) 4779 3145,,,,,,,,,
Religious Organisations,Horsley Christian Church,82 Bong Bong Rd,Horsley,NSW,2530,(02) 4257 9188,,don.burgess@exemail.com.au,http://www.horsleychristianchurch.org.au,,,,,,
Religious Organisations,Hour Of Power,23 Victoria St,North Sydney,NSW,2060,(02) 9959 4060,,,,,,68 057 953 152,Active,Business Name,99% ABN Accuracy
Religious Organisations,House Of God Alliance Fellowship,4 Tuross St,Seven Hills,NSW,2147,(02) 9896 5951,,,http://www.facebook.com/houseofgodalliancefellowship,,,77 162 916 199,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Hungarian Catholic Community (Caritas Assoc of NSW),120 Parramatta Rd,Ashfield,NSW,2131,(02) 9799 5469,,,,,,,,,
Religious Organisations,Ignatian Centre Of Spirituality,102 Mona Vale Rd,Pymble,NSW,2073,(02) 9488 4539,,,,,,,,,
Religious Organisations,Ilgingerry Pastoral Co,183 Ilgingerry Rd,Wuuluman,NSW,2820,(02) 6845 3623,,,,,,93 533 876 691,Active,Other Name,99% ABN Accuracy
Religious Organisations,Indo Chinese Mission Training,9 Lime St,Cabramatta West,NSW,2166,(02) 9823 5743,,,,,,,,,
Religious Organisations,Institude of the Blessed Virgen Mary,60 Boundary St,Clovelly,NSW,2031,(02) 9665 0269,,,,,,,,,
Religious Organisations,Institute For Mission,1-5 Marion St,Blacktown,NSW,2148,(02) 9831 4911,,office@ifm.org.au,www.ifm.org.au,,,82 969 784 671,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Institute Of Religious Women,Busby St,Bathurst,NSW,2795,(02) 6331 6575,,,,,,,,,
Religious Organisations,Institute Of Religious Women,34 Bedford St,Willoughby,NSW,2068,(02) 9417 3688,,,,,,,,,
Religious Organisations,Institute Of Religious Women,78 Prospect Rd,Summer Hill,NSW,2130,(02) 9716 4062,,,,,,,,,
Religious Organisations,Iskcon Hare Krishna Sydney,180 Falcon St,North Sydney,NSW,2060,(02) 9956 6831,,,,,,,,,
Religious Organisations,Iskcon Incorporated,Cnr Falcon and Miller Sts,North Sydney,NSW,2060,(02) 9959 4558,,,,,,,,,
Religious Organisations,Islamic Centre of Campbelltown,Westmoreland Rd,Leumeah,NSW,2560,(02) 9820 2536,,,,,,,,,
Religious Organisations,Islamic Converts Australia,,Greenacre,NSW,2190,(02) 9750 4616,,,,,,,,,
Religious Organisations,Islamic Education As-Salaam Institute for Islamic Studies,2674 Logan Rd,Eight Mile Plains,QLD,4113,0402 395 938,,,,,,,,,
Religious Organisations,Islamic Science Culture & Art Association,57 Queen St,Auburn,NSW,2144,(02) 9646 2158,,,,,,,,,
Religious Organisations,Islamic Society Of Penshurst,447 Forrest Rd,Penshurst,NSW,2222,(02) 9580 3390,,,,,,,,,
Religious Organisations,Islamic Society Of The Gold Coast Inc,Cnr Olsen Ave Lot 1 Allied Dr,Arundel,QLD,4214,(07) 5594 9097,,,,,,,,,
Religious Organisations,Islamic Society of West End,12 Princhester St,West End,QLD,4101,(07) 3846 1573,,,,,,,,,
Religious Organisations,Jehovahs Witness Hall,4 Normanby Hill Rd,Gympie,QLD,4570,(07) 5483 6347,,,,,,,,,
Religious Organisations,Jehovah's Witnesses - Mudgee,183 Market St,Mudgee,NSW,2850,0414 625 654,,,,,,,,,
Religious Organisations,Jesus Calls International Incorporated,31 Brucedale Dr,Baulkham Hills,NSW,2153,(02) 9686 7454,,,,,,,,,
Religious Organisations,Jewish Community Information Service,146 Darlinghurst Rd,Darlinghurst,NSW,2010,(02) 9360 1600,,,,,,,,,
Religious Organisations,Jewish Educational Institute - Chabad Brisbane,,Carindale,QLD,4152,(07) 3843 6770,,,www.chabadbrisbane.com,,,,,,
Religious Organisations,Jews For Jesus Judaica Books and Gifts,Shop 1 257 Oxford St,Bondi Junction,NSW,2022,1800 988 077,,admin@jewsforjesus.org.au,http://www.jewsforjesus.org.au,,,,,,
Religious Organisations,Kagyu E-Vam Buddhist Institute K,49 High St,Parramatta,NSW,2150,(02) 9893 9008,,,,,,,,,
Religious Organisations,Kihilla Conference Centre,5 Queens Rd,Lawson,NSW,2783,(02) 4759 1360,,,,,,,,,
Religious Organisations,Kingdom Hall Jehovahs Witnesses,183 Market St,Mudgee,NSW,2850,0421 022 713,,,http://www.jw.org,,,,,,
Religious Organisations,Kingdom Hall Of Jehovah's Witnesses,,Tacoma,NSW,2259,(02) 4353 1377,,,,,,,,,
Religious Organisations,Kyogle Presbyterian Church,Strath Eden St,Kyogle,NSW,2474,0400 050 238,,,,,,91 193 718 192,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Lakes Evangelical Church Incorporated The,6 Pioneer Ave,Tuggerah,NSW,2259,(02) 4353 0977,,,,,,,,,
Religious Organisations,Latter Day Saints General Services,756 Pennant Hills Rd,Carlingford,NSW,2118,(02) 9841 5333,,,http://www.lds.org,,,,,,
Religious Organisations,Lebanese Moslim Association,20 Water St,Cabramatta,NSW,2166,(02) 9757 2454,,,,,,,,,
Religious Organisations,Liberty Christian Church,Cnr Kingston and Queens Rds,Logan Central,QLD,4114,(07) 3209 4222,,,,,,71 919 237 635,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Lin Yim Buddhist Instute Sydney Inc,,Rossmore,NSW,2557,(02) 9606 8833,,,,,,,,,
Religious Organisations,Linkages Youth Ministry,19 Lethbridge Ave,Werrington,NSW,2747,(02) 9833 4455,,,,,,,,,
Religious Organisations,Lismore Revival Fellowship,3 Carson St,Goonellabah,NSW,2480,(02) 6624 7775,,,www.lrf.org.au/,,,,,,
Religious Organisations,Living Hope Fellowship Centre,42 George St,Rockdale,NSW,2216,(02) 9567 4770,,,,,,,,,
Religious Organisations,Loyal Orange Institution of NSW,161 Parramatta Rd,Annandale,NSW,2038,(02) 9569 5446,,,,,,,,,
Religious Organisations,Manna International,8 Boonal St,Baulkham Hills,NSW,2153,(02) 9624 8947,,,,,,47 387 596 641,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Maranatha Christian Camp Site,View St,Lidsdale,NSW,2790,(02) 6355 1175,,,,,,,,,
Religious Organisations,Maria Tak,2 Victoria St,Wentworth Falls,NSW,2782,(02) 4757 1948,,,,,,,,,
Religious Organisations,Marist Bros Monastery,8 Keen St,Lismore,NSW,2480,(02) 6621 3210,,,,,,,,,
Religious Organisations,Marist Bros Monastery,2 Clarence St,Grafton,NSW,2460,(02) 6642 5265,,,,,,,,,
Religious Organisations,Marist Brothers Farm House,Old South Rd,Mittagong,NSW,2575,(02) 4872 1911,,,,,,,,,
Religious Organisations,Marist Brothers Provincial House,14 Drummoyne Ave,Drummoyne,NSW,2047,(02) 9819 6622,,,,,,,,,
Religious Organisations,Marist Fathers Centre,141 Harrington St,The Rocks,NSW,2000,(02) 9247 4651,,,,,,,,,
Religious Organisations,Marist Fathers Parish Community,36 Arkana St,The Gap,QLD,4061,(07) 3300 9833,,,,,,,,,
Religious Organisations,Maryborough City Church,330 Alice St,Maryborough,QLD,4650,(07) 4121 3242,,,,,,43 105 248 070,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Mater Christi Respite Centre,,Toormina,NSW,2452,(02) 6658 6133,,info@scca.net.au,www.scca.net.au/,,,,,,
Religious Organisations,Millo Christian Media,Suite 4 17 Fitzmaurice St,Wagga Wagga,NSW,2650,(02) 6971 9188,,,,,,,,,
Religious Organisations,Miracle Christian Center Maroochydore,104 Memorial Ave,Maroochydore,QLD,4558,0431 683 954,,,,,,,,,
Religious Organisations,Miracle Christian Center Maroochydore,"Alcooringa Community Centre, 176 Balinger Rd",Buderim,QLD,4556,0431 683 954,,caboolture@mcc777australia.org,www.mcccaboulture.com.au,,,,,,
Religious Organisations,Mission Heart,RMG 04 203/ 20 Genge St,Canberra,ACT,2600,(02) 6230 6601,,,,,,,,,
Religious Organisations,Missionaries Of Gods Love,8 Nuyts St,Red Hill,ACT,2603,(02) 6295 3415,,,,,,37 352 577 266,Cancelled,Entity Name,99% ABN Accuracy
Religious Organisations,Missionary Dominican Sisters Of The Rosary,45 Applegum Dr,Karama,NT,812,(08) 8945 0430,,,,,,51 621 320 021,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Missions To Seamen The,Alf O'Rourke Dr,Gladstone,QLD,4680,(07) 4972 0355,,,,,,,,,
Religious Organisations,Mona Vale Spiritualist Church,10 Barrenjoey Rd,Mona Vale,NSW,2103,0403 649 464,,dianne@statesofgrace.com.au,http://www.statesofgrace.com.au,,,,,,
Religious Organisations,Mount Annan Church Community Services,347 Narellan Rd,Mt Annan,NSW,2567,(02) 4634 7400,,,,,,95 268 815 800,Cancelled,Trading Name (Historic),99% ABN Accuracy
Religious Organisations,Mount Carmel Retreat Centre,St Andrews Rd,Varroville,NSW,2566,(02) 9603 1433,,,,,,,,,
Religious Organisations,Mrs. Rose Mohamed,,Abbotsbury,NSW,2176,(02) 5551 5678,,mrsrosemohamed@gmail.com,,,,,,,
Religious Organisations,Mystics Of Kali,Darling St,Balmain,NSW,2041,(02) 9818 5253,,,,,,,,,
Religious Organisations,Nai Tak Buddhist Association Ltd,302 McCarrs Creek Rd,Terrey Hills,NSW,2084,(02) 9450 2799,,,,,,,,,
Religious Organisations,Nanango Christian Community Church,"Cultural Centre, George",Nanango,QLD,4615,(07) 3886 9966,,,,,,,,,
Religious Organisations,National Council of Churches in Australia,379 Kent St,Sydney,NSW,2000,(02) 9299 2215,,,,,,64 493 941 795,Active,Entity Name,99% ABN Accuracy
Religious Organisations,National Council of Churches in Australia,55 Homebush Rd,Strathfield,NSW,2135,(02) 9746 6081,,,,,,64 493 941 795,Active,Entity Name,99% ABN Accuracy
Religious Organisations,Nations Heart,Rae St,Belconnen,ACT,2617,(02) 6253 1672,,,,,,26 812 072 764,Active,Trading Name (Historic),99% ABN Accuracy
Religious Organisations,Nerang Community Church,2 Arjuna Way,Gaven,QLD,4211,(07) 5573 5952,,,,,,36 279 979 057,Active,Trading Name,99% ABN Accuracy
Religious Organisations,Nexus Church,151 Flockton St,Everton Park,QLD,4053,(07) 3353 1377,,info@nexuschurch.com.au,www.nexuschurch.com.au,,,53 925 582 781,Active,Entity Name,99% ABN Accuracy
